id,institutionCode,catalogNumber,recordedBy,year,month,day,decimalLatitude,decimalLongitude,Personal ID status,,,,,,,
13655616,iNat,206871963,justind88,2024,4,12,41.27600154,-89.16566098,yes,,,,,,,
13718539,iNat,206889206,Charles Andrews,2024,4,12,37.05974594,-87.68136889,yes,,,,,,,
13718540,iNat,206926184,joeyjojoshabadoo,2024,4,12,37.27775264,-86.24371865,yes,,,,,,,
13715207,iNat,154952618,Michelle Weaver,2023,4,13,36.68279541,-88.28109586,maybe,,,,,,,
14057314,iNat,154718195,bkmccormick,2023,4,13,36.20973826,-80.43150592,no,,,,,,,
14313730,iNat,207042359,Tennessee RiverLine,2024,4,13,36.20479827,-82.69028442,no,,,,,,,
13754627,iNat,111346857,Samuel Eckert,2022,4,13,38.81713247,-76.5785883,yes,,,,,,,
14353071,iNat,111358821,Anne Parker,2022,4,13,37.70574675,-76.44332231,yes,,,,,,,
14301375,iNat,111375852,Hayden Johnson,2022,4,13,35.1478894,-89.98454098,yes,,,,,,,
14362216,iNat,157847392,Adam Boring,2023,4,13,36.64371249,-82.97577292,yes,,,,,,,
14313719,iNat,206946828,blairchr,2024,4,13,35.98681944,-83.922175,yes,,,,,,,
14313723,iNat,206963217,blairchr,2024,4,13,35.98659444,-83.92229167,yes,,,,,,,
13655630,iNat,207007452,bgrimmer,2024,4,13,37.33841845,-88.93084089,yes,,,,,,,
13655635,iNat,207060670,justind88,2024,4,13,41.39083687,-89.0950681,yes,,,,,,,
13694577,iNat,207061126,Cassie,2024,4,13,38.7303397,-86.4098648,yes,,,,,,,
14250345,iNat,207065476,simplykev,2024,4,13,40.08095324,-74.91192387,yes,,,,,,,
13718549,iNat,207090819,Jason Butler,2024,4,13,37.61397896,-86.7486562,yes,,,,,,,
14250373,iNat,207165804,Dawn Wehman,2024,4,13,40.91826271,-80.28004356,yes,,,,,,,
12536614,iNat,42742228,John W Eagleton,2020,4,14,37.52679164,-77.49281013,maybe,,,,,,,
12234703,iNat,111461152,kristyna42,2022,4,14,34.988155,-80.82621667,maybe,,,,,,,
14250390,iNat,207198076,Becka Jean Marsh,2024,4,14,40.26967175,-79.69993272,maybe,,,,,,,
14371680,iNat,207293953,Amelio Little,2024,4,14,38.01924237,-78.42030353,maybe,,,,,,,
13718559,iNat,207297066,Jason Butler,2024,4,14,37.93373807,-86.01568297,maybe,,,,,,,
14472040,iNat,208930145,Cassidy,2024,4,14,40.21354167,-80.55715833,maybe,,,,,,,
13591349,iNat,120052566,jamisonlove9,2022,4,14,34.19789904,-85.33697323,no,,,,,,,
14193066,iNat,42195682,Bethany Teigen,2020,4,14,39.84141369,-75.5594329,yes,,,,,,,
12234800,iNat,111476575,Fenner Morse,2022,4,14,38.46012081,-82.62622871,yes,,,,,,,
12234864,iNat,111486330,aepeterson,2022,4,14,35.68371321,-83.5380421,yes,,,,,,,
14307214,iNat,154867505,theforbiddennewt,2023,4,14,36.36583402,-83.76123705,yes,,,,,,,
13655654,iNat,207197176,Brett Laabs,2024,4,14,42.2200204,-88.2709057,yes,,,,,,,
14250399,iNat,207226236,Joy LeViere,2024,4,14,40.43383893,-79.90753135,yes,,,,,,,
14316815,iNat,245499478,ljfilgas,2024,4,14,35.60582167,-83.74486667,yes,,,,,,,
12235198,iNat,111538581,sckdlk,2022,4,15,36.08512782,-79.52826181,maybe,,,,,,,
13535496,iNat,154964105,Sally OByrne,2023,4,15,39.7694354,-75.56915808,maybe,,,,,,,
14361851,iNat,155076841,Jackson Crawford,2023,4,15,37.175495,-79.93091667,maybe,,,,,,,
13599823,iNat,155065927,Wes Hatch,2023,4,15,34.85417147,-84.64821831,no,,,,,,,
12532594,iNat,42242554,amlambert11,2020,4,15,38.58913833,-92.23117833,yes,,,,,,,
13715213,iNat,154981453,onehunterman,2023,4,15,37.1784152,-87.9810685,yes,,,,,,,
13687569,iNat,155904060,Crystal Birt,2023,4,15,38.47552584,-85.87277904,yes,,,,,,,
13903953,iNat,159783956,Raney Yelenich,2023,4,15,38.10351667,-93.564255,yes,,,,,,,
14118605,iNat,192226148,Cindy MC wildlydistracted,2022,4,15,39.39776027,-82.88603913,yes,,,,,,,
14471346,iNat,196352791,Drew Palmer,2022,4,15,38.31590912,-81.76616147,yes,,,,,,,
14068243,iNat,200437227,biologyben,2023,4,15,36.22116559,-81.77868001,yes,,,,,,,
14250466,iNat,207492004,dakotakaiser,2024,4,15,40.58921935,-80.18995404,yes,,,,,,,
14471899,iNat,207511064,Theo O'Connell III,2024,4,15,39.21549497,-80.34525085,yes,,,,,,,
12873287,iNat,74153962,John Abrams,2021,4,16,37.54082,-84.29033333,yes,,,,,,,
12873459,iNat,74183992,sboyajian,2021,4,16,40.87186667,-73.92545833,yes,,,,,,,
14301389,iNat,111693471,gmneocshtaincic,2022,4,16,36.3431702,-86.47008186,yes,,,,,,,
14208657,iNat,111725083,Bethany Teigen,2022,4,16,39.94508,-75.43496667,yes,,,,,,,
13899506,iNat,113272783,socialoutdoorsman,2022,4,16,38.44461502,-91.61554134,yes,,,,,,,
13949659,iNat,155177827,Aleksandr Berdnikov,2023,4,16,40.32788288,-74.6699689,yes,,,,,,,
13687445,iNat,155185915,noah kearns,2023,4,16,38.70581705,-86.62955797,yes,,,,,,,
14001462,iNat,155381828,tombigelow,2023,4,16,40.8697479,-73.92709415,yes,,,,,,,
13903956,iNat,159975264,Kerri McCabe,2023,4,16,38.1021805,-93.559355,yes,,,,,,,
14118744,iNat,192377080,Cindy MC wildlydistracted,2017,4,16,39.32977777,-82.85036912,yes,,,,,,,
14250505,iNat,207620836,Theresa Colecchia,2024,4,16,40.54546354,-79.90660323,yes,,,,,,,
14250517,iNat,207637361,Jared White,2024,4,16,40.07048055,-80.13356239,yes,,,,,,,
13694610,iNat,207658655,Kevin Young,2024,4,16,39.85485074,-86.09651512,yes,,,,,,,
13611195,iNat,207909451,Calvin Walford,2024,4,16,33.83104423,-83.83678324,yes,,,,,,,
12237272,iNat,111804803,patiogarden,2022,4,17,36.6474602,-79.83160508,maybe,,,,,,,
14307379,iNat,156514450,Justin Shick,2023,4,17,35.7630202,-83.2706163,maybe,,,,,,,
6933298,iNaturalist,9569249,Steven Wilson,2016,4,17,39.325728,-78.438005,n/a,,,,,,,
12874208,iNaturalist,74278894,tholtsclaw,2021,4,17,38.27719442,-90.38117665,n/a,,,,,,,
13748235,iNat,42442164,G. Underhill,2020,4,17,39.15414353,-77.25041853,yes,,,,,,,
12873945,iNat,74246708,Matt Cohen and Elizabeth Hargrave,2021,4,17,38.89920224,-76.90023763,yes,,,,,,,
12873956,iNat,74248148,Matt Cohen and Elizabeth Hargrave,2021,4,17,38.81945694,-76.84457593,yes,,,,,,,
14349396,iNat,74302395,Jiang Chao,2021,4,17,38.71424304,-77.09042851,yes,,,,,,,
12874488,iNat,74326005,Robert Bosiljevac,2021,4,17,40.53281763,-79.7821784,yes,,,,,,,
14353094,iNat,111883178,Jiang Chao,2022,4,17,38.70608145,-77.0845564,yes,,,,,,,
14225780,iNat,155367102,kfryberger,2023,4,17,40.0215014,-75.4176481,yes,,,,,,,
14307281,iNat,155456677,Tim Massey,2023,4,17,35.62503872,-83.53987746,yes,,,,,,,
14239230,iNat,183122643,Connor McInerney,2021,4,17,39.99524444,-75.34375556,yes,,,,,,,
13914996,iNat,261222100,lydiagunn,2023,4,17,38.78286167,-91.78510333,yes,,,,,,,
8000245,MUOB,MUOB 65690,Patrick Harvey,2011,4,17,39.1713,-86.5319,yes,,,,,,,
12875009,iNat,74392601,nitzberge,2021,4,18,40.32591408,-80.00593779,maybe,,,,,,,
14353731,iNat,119442108,Adam Boring,2022,4,18,36.90023468,-82.90476867,maybe,,,,,,,
14353732,iNat,119443486,Adam Boring,2022,4,18,36.87864751,-82.82622807,maybe,,,,,,,
14353735,iNat,119443863,Adam Boring,2022,4,18,36.8152741,-82.85346506,maybe,,,,,,,
4530559,iNat,67816,Fluff Berger,2012,4,18,40.6384,-80.185109,yes,,,,,,,
12534666,iNat,42512079,Sam Bucciarelli,2020,4,18,39.80493218,-75.4896763,yes,,,,,,,
13710154,iNat,44050703,Chloe Smith,2020,4,18,37.79947975,-83.41578582,yes,,,,,,,
13638834,iNat,74391695,Anna Thompson,2021,4,18,37.4015344,-88.67037434,yes,,,,,,,
12875203,iNat,74426216,riggs727,2021,4,18,36.49932167,-80.87661167,yes,,,,,,,
12875440,iNat,74462394,Luke Smithson,2021,4,18,40.15072528,-75.11970853,yes,,,,,,,
12875449,iNat,74463363,ksled,2021,4,18,38.303755,-77.59958667,yes,,,,,,,
13687499,iNat,155534352,Sean Verkamp,2023,4,18,38.348945,-86.794495,yes,,,,,,,
13715255,iNat,155548476,Tara Rose Littlefield,2023,4,18,38.17622734,-85.14989252,yes,,,,,,,
13687513,iNat,155568117,Savannah Hoskinson,2023,4,18,37.98552,-87.50260297,yes,,,,,,,
14250912,iNat,209141166,dakotakaiser,2024,4,18,40.42432757,-80.05984307,yes,,,,,,,
8018330,MUOB,MUOB 92991,Ann B.,2012,4,18,40.5903,-80.2227,yes,,,,,,,
12742937,iNat,63980254,Stephen Russell,2020,4,19,38.6744747,-86.1751759,maybe,,,,,,,
12239205,iNat,112062022,JoAnn Kalb,2022,4,19,39.05548853,-76.60676522,maybe,,,,,,,
12239579,iNat,112113795,dbond,2022,4,19,36.06289702,-82.71281571,maybe,,,,,,,
13715264,iNat,155673786,caleb925,2023,4,19,37.78873437,-87.03509429,maybe,,,,,,,
14344842,iNat,42645664,Mark Richman,2020,4,19,39.01138197,-77.25347397,yes,,,,,,,
12876087,iNat,74554546,Annie Weissman,2021,4,19,39.06055808,-77.03731702,yes,,,,,,,
14301498,iNat,112099115,Chrissy Guthrie Lay,2022,4,19,36.57612441,-82.35043701,yes,,,,,,,
12239572,iNat,112112494,tca12345,2022,4,19,38.31844971,-77.55770766,yes,,,,,,,
13755443,iNat,121144776,Isaiah Bednash,2022,4,19,38.68782046,-76.82077355,yes,,,,,,,
14225884,iNat,155891393,Robert Bosiljevac,2023,4,19,40.57023868,-79.90882366,yes,,,,,,,
13647354,iNat,156667273,paulswitzer,2023,4,19,39.50478333,-88.08315283,yes,,,,,,,
14250660,iNat,208251248,dakotakaiser,2024,4,19,40.58098326,-79.83852117,yes,,,,,,,
14250661,iNat,208251305,dakotakaiser,2024,4,19,40.57843444,-79.83373418,yes,,,,,,,
14250662,iNat,208251387,dakotakaiser,2024,4,19,40.54841702,-79.84425669,yes,,,,,,,
14250663,iNat,208251635,dakotakaiser,2024,4,19,40.40738701,-79.95668378,yes,,,,,,,
13775620,iNat,262476277,farragutroad,2024,4,19,39.51698685,-77.45341492,yes,,,,,,,
8041817,MUOB,MUOB 132255,Dave W,2013,4,19,39.8949,-77.213,yes,,,,,,,
7976921,MUOB,MUOB 20646,Patrick Harvey,2009,4,19,38.0851,-90.6919,yes,,,,,,,
13687568,iNat,155891133,bcfromindy,2023,4,20,39.65877038,-86.34389338,maybe,,,,,,,
8041757,MUOB,MUOB 132167,I. G. Safonov,2013,4,20,39.9515,-74.9959,maybe,,,,,,,
13769520,iNat,208398831,RD,2024,4,20,39.17517493,-76.87983681,no,,,,,,,
14085863,iNat,23046327,JD,2019,4,20,39.69485001,-83.97008637,yes,,,,,,,
13747143,iNat,25353699,Yes We Cannibal,2019,4,20,39.17147955,-76.65564493,yes,,,,,,,
14201904,iNat,84708292,arizade,2021,4,20,40.3386,-80.11194444,yes,,,,,,,
13712249,iNat,112185638,hettingr,2022,4,20,37.90067,-85.68425833,yes,,,,,,,
12240414,iNat,112225628,pmomich,2022,4,20,35.98091735,-82.77038352,yes,,,,,,,
14106240,iNat,155796931,panosse,2023,4,20,39.9119873,-82.80873108,yes,,,,,,,
14057437,iNat,155806135,hemmerskidmoresh,2023,4,20,36.21282971,-81.6895145,yes,,,,,,,
14057439,iNat,155816205,hemmerskidmoresh,2023,4,20,36.21275306,-81.6897269,yes,,,,,,,
14241481,iNat,186251678,Dan Stockman II,2023,4,20,40.23413933,-79.47038837,yes,,,,,,,
14472007,iNat,208409435,Armin Weise,2024,4,20,37.49476212,-80.66749699,yes,,,,,,,
12877711,iNat,74802227,Kelly Maggio,2021,4,21,38.51568259,-77.38406561,no,,,,,,,
12877712,iNat,74802423,Kelly Maggio,2021,4,21,38.51580667,-77.38415245,no,,,,,,,
12877713,iNat,74802645,Kelly Maggio,2021,4,21,38.51563904,-77.38408238,no,,,,,,,
12877715,iNat,74802756,Kelly Maggio,2021,4,21,38.51557975,-77.38384835,no,,,,,,,
12877717,iNat,74802968,Kelly Maggio,2021,4,21,38.51562907,-77.38404382,no,,,,,,,
12877718,iNat,74803038,Kelly Maggio,2021,4,21,38.51553358,-77.38391273,no,,,,,,,
12877719,iNat,74803101,Kelly Maggio,2021,4,21,38.51572797,-77.38392714,no,,,,,,,
12335683,iNat,22896621,Mitch,2019,4,21,38.67303613,-76.6030968,yes,,,,,,,
13683675,iNat,143822127,Stephen Russell,2017,4,21,39.83619,-86.1751759,yes,,,,,,,
14001530,iNat,155921431,Charlotte Brennan,2023,4,21,40.87409167,-73.57419667,yes,,,,,,,
13715282,iNat,155975210,Tina Marie Camp Scheff,2023,4,21,37.35235992,-84.2487501,yes,,,,,,,
13687601,iNat,155978251,lizzardgizzard,2023,4,21,39.6501364,-86.35847715,yes,,,,,,,
14106299,iNat,156113927,Happi Hyphae,2023,4,21,40.27200884,-81.85957577,yes,,,,,,,
14106303,iNat,156115225,Happi Hyphae,2023,4,21,40.27200884,-81.85957577,yes,,,,,,,
14250818,iNat,208633709,Jared White,2024,4,21,40.19225278,-80.03650278,yes,,,,,,,
8130603,MUOB,MUOB 274720,Dave W,2017,4,21,41.1646,-75.9602,yes,,,,,,,
14092270,iNat,76223078,shroomydan,2009,4,22,39.3529,-82.0394,maybe,,,,,,,
12243656,iNat,112698238,tnpeach,2022,4,22,36.591655,-82.47428,maybe,,,,,,,
14057463,iNat,156109872,rykela,2023,4,22,36.25075278,-81.41179444,maybe,,,,,,,
13687668,iNat,156496598,Michael Burdsall,2023,4,22,38.5560435,-87.262945,maybe,,,,,,,
14362263,iNat,158072050,Adam Boring,2023,4,22,36.97135169,-82.96830632,maybe,,,,,,,
4903038,PUL,PUL00033960,"Russell, Stephen D",2017,4,22,40.558354,-85.665935,n/a,,,,,,,
13748253,iNat,42888128,Jorge Arturo Bogantes Montero,2020,4,22,39.13928615,-76.80619874,yes,,,,,,,
12243758,iNat,112710981,joshyates1993,2022,4,22,38.5294629,-83.1473714,yes,,,,,,,
12244421,iNat,112797290,grinnin,2022,4,22,36.39277417,-79.70875044,yes,,,,,,,
13534959,iNat,129443705,Allison Autry,2020,4,22,39.72496667,-75.75261667,yes,,,,,,,
8042033,MUOB,MUOB 132568,Richard Kneal,2013,4,22,35.6315,-83.5552,yes,,,,,,,
7976864,MUOB,MUOB 20558,Dan Molter,2009,4,22,39.3529,-82.0394,yes,,,,,,,
8018477,MUOB,MUOB 93181,Dave W,2012,4,22,40.793,-77.8594,yes,,,,,,,
14362007,iNat,156307690,cbirds22,2023,4,23,38.06950112,-79.32097994,maybe,,,,,,,
12879007,iNat,75007506,Kelly Maggio,2021,4,23,38.51744439,-77.38470934,no,,,,,,,
12879009,iNat,75007575,Kelly Maggio,2021,4,23,38.51619964,-77.38393452,no,,,,,,,
12879010,iNat,75007656,Kelly Maggio,2021,4,23,38.51560022,-77.38348927,no,,,,,,,
12879011,iNat,75007761,Kelly Maggio,2021,4,23,38.51580562,-77.38443676,no,,,,,,,
12879012,iNat,75007931,Kelly Maggio,2021,4,23,38.51613878,-77.38386109,no,,,,,,,
12879013,iNat,75008025,Kelly Maggio,2021,4,23,38.51556742,-77.38353051,no,,,,,,,
14047641,iNat,112541845,Joseph Kinnett,2022,4,23,35.8179182,-79.1513129,no,,,,,,,
14361993,iNat,156264119,Annie Weissman,2023,4,23,39.05367217,-77.33354167,no,,,,,,,
4574932,iNat,5973576,Fluff Berger,2017,4,23,40.6237434,-80.1136994,yes,,,,,,,
14343376,iNat,27752801,Jules Amanita,2019,4,23,37.99180173,-78.00137841,yes,,,,,,,
12549868,iNat,44696207,nissajordan,2020,4,23,40.54361667,-75.50913833,yes,,,,,,,
13682270,iNat,142839417,Stephen Russell,2016,4,23,39.3258509,-86.4199211,yes,,,,,,,
13715324,iNat,156316313,joeyjojoshabadoo,2023,4,23,39.000096,-84.79188653,yes,,,,,,,
13949776,iNat,156519179,shihongli2016,2023,4,23,40.63816566,-74.82162,yes,,,,,,,
13762780,iNat,158057750,jared_satchell,2023,4,23,38.93497614,-76.1539392,yes,,,,,,,
8107003,MUOB,MUOB 237247,Dave W,2016,4,23,39.8949,-77.213,yes,,,,,,,
8107012,MUOB,MUOB 237256,Judi T.,2016,4,23,39.0066,-90.4921,yes,,,,,,,
12539441,iNat,43163793,Luke Smithson,2020,4,24,40.05567869,-75.13856334,maybe,,,,,,,
12587701,iNat,49892487,Luke Smithson,2020,4,24,40.0581,-75.03655,maybe,,,,,,,
14349477,iNat,75615719,Jiang Chao,2021,4,24,38.64606192,-77.19896656,maybe,,,,,,,
14106378,iNat,156459195,kqmazur,2023,4,24,39.78882066,-83.84284698,maybe,,,,,,,
12243483,iNaturalist,112665937,Landon B.,2022,4,24,38.78450178,-90.61072491,n/a,,,,,,,
4903414,PUL,PUL00036007,"Russell, Stephen D",2016,4,24,39.3667,-86.4167,n/a,,,,,,,
12244299,iNat,112779361,Ruth M.,2022,4,24,37.92824405,-85.4893999,no,,,,,,,
14341544,iNat,12808582,matt-ratcliffe,2017,4,24,39.015885,-77.25437167,yes,,,,,,,
14343088,iNat,23027820,dapperdahse,2019,4,24,38.83085333,-77.13356117,yes,,,,,,,
12539168,iNat,43124174,djschim,2020,4,24,40.03443702,-75.26897483,yes,,,,,,,
13665978,iNat,43329579,samiam29,2020,4,24,39.1851445,-86.4996546,yes,,,,,,,
12879839,iNat,75114530,Izabella Farr,2021,4,24,39.05325833,-77.03675,yes,,,,,,,
12887303,iNat,76341728,Brian Hunt,2021,4,24,39.24936334,-86.16802167,yes,,,,,,,
13712283,iNat,112684056,Nick Tobler (Cowturtle),2022,4,24,37.78628833,-87.036025,yes,,,,,,,
12244002,iNat,112738390,Samuel S,2022,4,24,39.8638567,-83.22457996,yes,,,,,,,
14047656,iNat,112783052,Christian Cline,2022,4,24,36.34474922,-81.73686069,yes,,,,,,,
14106393,iNat,156567448,el_nutcase,2023,4,24,41.39063365,-82.829482,yes,,,,,,,
14226061,iNat,156660812,Luke Smithson,2023,4,24,40.58532151,-75.21567899,yes,,,,,,,
13895602,iNat,44195543,scberendzen,2020,4,25,37.15798595,-91.36393198,maybe,,,,,,,
13647524,iNat,157829764,cpar,2023,4,25,37.51716547,-88.65848861,maybe,,,,,,,
9633280,NY,3817687,B. Bomanz,2005,4,25,38.526,-90.561,n/a,,,,,,,
8029688,MUOB,MUOB 110243,Missouri Mycological Society Herbarium,2004,4,25,38.5208,-90.5723,no,,,,,,,
12500235,iNat,38947629,John Plischke,2019,4,25,40.35545,-79.6254,yes,,,,,,,
14193316,iNat,43507086,Bethany Teigen,2020,4,25,39.95324667,-75.44287833,yes,,,,,,,
12541501,iNat,43508002,Lauren Hallden,2020,4,25,39.84951131,-75.42486696,yes,,,,,,,
12541687,iNat,43530793,Sam Bucciarelli,2020,4,25,39.95288244,-75.47528628,yes,,,,,,,
12551933,iNat,44966957,jennierachel,2020,4,25,39.86327833,-75.78557,yes,,,,,,,
12564287,iNat,46576610,timtomahawk,2020,4,25,40.12290062,-75.06970477,yes,,,,,,,
14200445,iNat,75244848,George Pushkal,2021,4,25,39.98143047,-75.25796764,yes,,,,,,,
12881357,iNat,75325276,cordara,2021,4,25,40.87225107,-73.92714511,yes,,,,,,,
8130719,MUOB,MUOB 274899,Ryan Patrick,2017,4,25,39.4246,-76.466,yes,,,,,,,
14349470,iNat,75424921,comfreyclown,2021,4,26,37.36552705,-80.70040448,maybe,,,,,,,
12881814,iNat,75393583,Kelly Maggio,2021,4,26,38.51716449,-77.38453332,no,,,,,,,
12881821,iNat,75394164,Kelly Maggio,2021,4,26,38.51663669,-77.38346212,no,,,,,,,
12881823,iNat,75394339,Kelly Maggio,2021,4,26,38.51601864,-77.38374408,no,,,,,,,
12881824,iNat,75394434,Kelly Maggio,2021,4,26,38.51620227,-77.38391943,no,,,,,,,
12881825,iNat,75394600,Kelly Maggio,2021,4,26,38.51595646,-77.38391474,no,,,,,,,
12881826,iNat,75394842,Kelly Maggio,2021,4,26,38.5165252,-77.38448538,no,,,,,,,
12881827,iNat,75395004,Kelly Maggio,2021,4,26,38.51635888,-77.38333236,no,,,,,,,
12881829,iNat,75395229,Kelly Maggio,2021,4,26,38.51618495,-77.38502216,no,,,,,,,
12881831,iNat,75395358,Kelly Maggio,2021,4,26,38.51616371,-77.38285292,no,,,,,,,
12881832,iNat,75395435,Kelly Maggio,2021,4,26,38.51538405,-77.38359455,no,,,,,,,
12881833,iNat,75395479,Kelly Maggio,2021,4,26,38.51563563,-77.38423258,no,,,,,,,
12881836,iNat,75395565,Kelly Maggio,2021,4,26,38.5156393,-77.38279894,no,,,,,,,
12881838,iNat,75395751,Kelly Maggio,2021,4,26,38.51542918,-77.38295954,no,,,,,,,
12881840,iNat,75395833,Kelly Maggio,2021,4,26,38.51543521,-77.3827805,no,,,,,,,
14193369,iNat,43741106,Lucy Klimko,2020,4,26,40.16920621,-80.21616224,yes,,,,,,,
12881661,iNat,75373072,Robert Bosiljevac,2021,4,26,40.53281763,-79.78219986,yes,,,,,,,
12222252,iNat,109771788,Brian Hunt,2015,4,26,39.24945808,-86.16908811,yes,,,,,,,
12222254,iNat,109771792,Brian Hunt,2015,4,26,39.24937915,-86.16782211,yes,,,,,,,
12222255,iNat,109771794,Brian Hunt,2015,4,26,39.24937915,-86.1678057,yes,,,,,,,
14058014,iNat,163179952,Alyssa Landa,2023,4,26,35.09477217,-83.517075,yes,,,,,,,
14251083,iNat,209907366,Sam Bucciarelli,2024,4,26,39.9562419,-75.3416404,yes,,,,,,,
14257389,iNat,226934594,clintonbolduc,2023,4,26,40.08204264,-76.93742839,yes,,,,,,,
6966817,iNat,13660210,Jim,2018,4,27,35.59426,-83.841848,maybe,,,,,,,
12338679,iNat,23426161,sheilaneupauer,2019,4,27,40.20050703,-81.30834452,maybe,,,,,,,
12338703,iNat,23431835,Mitch,2019,4,27,39.05425353,-77.03661201,maybe,,,,,,,
14189691,iNat,23534914,Bethany Teigen,2019,4,27,40.04552783,-75.215705,maybe,,,,,,,
12544061,iNat,43935687,kfryberger,2020,4,27,40.02195318,-75.4176365,maybe,,,,,,,
12545258,iNat,44111307,yakfur,2013,4,27,38.9612683,-77.1989752,maybe,,,,,,,
12555776,iNat,45451738,John Plischke,2020,4,27,40.31395,-79.54855,maybe,,,,,,,
8107100,MUOB,MUOB 237439,Dave W,2016,4,27,41.1646,-75.9602,maybe,,,,,,,
12339698,iNat,23638206,zarney,2019,4,27,39.02073552,-77.07292912,no,,,,,,,
12246498,iNat,113119394,Jason Fisher,2022,4,27,39.91800929,-75.35962559,no,,,,,,,
14251348,iNat,210628244,Dan Stockman II,2024,4,27,40.61084223,-80.01740143,no,,,,,,,
13746975,iNat,23441421,agnesd,2019,4,27,39.05526498,-77.03482852,yes,,,,,,,
14343121,iNat,23508638,coexistwithbeavers,2019,4,27,38.78231167,-77.807655,yes,,,,,,,
14189797,iNat,24134992,Cara Coulter,2019,4,27,40.75785025,-79.70074267,yes,,,,,,,
13778306,iNat,25181656,molliemay,2019,4,27,42.1944942,-71.55312682,yes,,,,,,,
14088187,iNat,43989915,Jamey Graham Emmert,2020,4,27,41.00238932,-81.51994129,yes,,,,,,,
14241482,iNat,186251895,Dan Stockman II,2023,4,27,40.23413933,-79.47038837,yes,,,,,,,
14251167,iNat,210166081,Giavanna Gast,2024,4,27,40.59745858,-75.3770769,yes,,,,,,,
14251218,iNat,210387102,Harry Russell,2024,4,27,40.05363626,-75.25083248,yes,,,,,,,
13939561,iNat,49906248,mebro,2020,4,28,40.10675,-74.63685,maybe,,,,,,,
13647430,iNat,157204020,Michael R Ostrowski,2023,4,28,41.36658754,-88.28817053,maybe,,,,,,,
14057798,iNat,160675564,,2023,4,28,35.18565688,-82.9566462,maybe,,,,,,,
14243521,iNat,188311344,D,2019,4,28,40.05598477,-75.74505536,maybe,,,,,,,
12340147,iNat,23746184,Luke Smithson,2019,4,28,40.13317186,-75.05456222,no,,,,,,,
12340417,iNat,23798435,Laura Breeden,2019,4,28,38.85215629,-77.27702272,no,,,,,,,
12247687,iNat,113296748,Steven IGAS Landseadel,2022,4,28,35.19312297,-82.420422,no,,,,,,,
13715367,iNat,157240646,Ruth M.,2023,4,28,38.08740704,-85.75392198,no,,,,,,,
12301108,iNat,16296711,tombigelow,2013,4,28,40.33266659,-74.67636819,yes,,,,,,,
14088193,iNat,44134297,Tom,2020,4,28,41.11818947,-81.53189128,yes,,,,,,,
12545894,iNat,44184373,Robert Bosiljevac,2020,4,28,40.53285025,-79.78219986,yes,,,,,,,
13147120,iNat,102334396,rumblintummy,2021,4,28,40.0115305,-75.57943828,yes,,,,,,,
13147121,iNat,102334397,rumblintummy,2021,4,28,40.07628906,-75.58337466,yes,,,,,,,
13147122,iNat,102334398,rumblintummy,2021,4,28,40.1099336,-75.45315828,yes,,,,,,,
13147123,iNat,102334399,rumblintummy,2021,4,28,40.16675418,-75.5375534,yes,,,,,,,
13147124,iNat,102334401,rumblintummy,2021,4,28,40.02293648,-75.5718061,yes,,,,,,,
14207588,iNat,102334402,rumblintummy,2021,4,28,40.05403844,-75.47556746,yes,,,,,,,
13147125,iNat,102334403,rumblintummy,2021,4,28,40.1179975,-75.44737944,yes,,,,,,,
13147126,iNat,102334404,rumblintummy,2021,4,28,40.09961839,-75.41231616,yes,,,,,,,
14208830,iNat,113281458,rowanny,2022,4,28,39.8281856,-75.78444837,yes,,,,,,,
12247714,iNat,113304914,Robert Bosiljevac,2022,4,28,40.5282837,-79.94906545,yes,,,,,,,
13998547,iNat,145851921,morisaur,2020,4,28,40.6619915,-73.96889721,yes,,,,,,,
13687757,iNat,157363092,brittswinford,2023,4,28,39.85035854,-86.16228568,yes,,,,,,,
14362613,iNat,160012073,renaetaylor,2023,4,28,36.91860333,-80.45298,yes,,,,,,,
14472124,iNat,210780124,Steven Wilson,2024,4,28,39.46972654,-79.79952626,yes,,,,,,,
13647545,iNat,157879007,Angela Knispel,2023,4,29,41.20802359,-88.01324654,maybe,,,,,,,
8107178,MUOB,MUOB 237579,SMoubray,2016,4,29,38.7115,-77.8309,maybe,,,,,,,
12329414,iNat,21988546,Ashley M Bradford,2017,4,29,39.61652833,-76.169595,no,,,,,,,
14251729,iNat,212297350,Robert Bosiljevac,2024,4,29,40.61663128,-80.02072878,no,,,,,,,
14340928,iNat,3059256,Jacob Malcom,2016,4,29,39.02339995,-78.00994886,yes,,,,,,,
12341534,iNat,24089231,Brian Hunt,2019,4,29,39.37952017,-86.01529819,yes,,,,,,,
14226289,iNat,157632860,Bingxin Liu,2023,4,29,40.60837737,-75.37867286,yes,,,,,,,
14106623,iNat,158336044,Brooke Medlin,2023,4,29,39.9745615,-84.34599601,yes,,,,,,,
14106624,iNat,158336163,Brooke Medlin,2023,4,29,39.82362402,-84.31494726,yes,,,,,,,
14227229,iNat,160156297,Jess Sell,2023,4,29,40.4283023,-80.17166275,yes,,,,,,,
8086700,MUOB,MUOB 203597,Dave W,2015,4,29,41.1646,-75.9602,yes,,,,,,,
8186253,MUOB,MUOB 365345,Dave W,2019,4,29,41.1646,-75.9602,yes,,,,,,,
12548173,iNat,44472645,Kyle Selcer,2020,4,30,40.42364911,-79.68090836,maybe,,,,,,,
